Estado,Municipio,Hasta 1.99,2.00 a 2.60,2.61 a 3.99,4.00 a 6.99,7.00 a 10.99,11.00 en adelante,Total general,mes,anio
Sonora,Granados,1,1,,,,,2,4,2015
Sonora,Guaymas,2112,872,943,849,314,308,5398,4,2015
Sonora,Hermosillo,16303,6198,9937,8659,4389,2918,48404,4,2015
Sonora,Huásabas,3,3,,2,,,8,4,2015
Sonora,Huatabampo,1229,158,167,74,30,16,1674,4,2015
Sonora,Huépac,3,,,,,,3,4,2015
Sonora,Imuris,15,9,5,3,1,,33,4,2015
Sonora,La Colorada,,,,6,3,1,10,4,2015
Sonora,Magdalena,969,213,205,125,65,44,1621,4,2015
Sonora,Moctezuma,77,21,24,15,7,2,146,4,2015
Sonora,Naco,93,59,10,4,4,1,171,4,2015
Sonora,Nacozari de García,297,132,293,1242,241,47,2252,4,2015
Sonora,Navojoa,4845,1486,1589,1037,394,314,9665,4,2015
Sonora,Nogales,4173,2911,2817,2050,777,711,13439,4,2015
Sonora,Pitiquito,50,30,35,7,4,3,129,4,2015
Sonora,Puerto Peñasco,828,219,292,216,60,23,1638,4,2015
Sonora,Quiriego,1,,,,,,1,4,2015
Sonora,Rosario,18,7,28,4,3,,60,4,2015
Sonora,Sahuaripa,30,4,13,61,29,,137,4,2015
Sonora,San Ignacio Río Muerto,67,1,9,,,,77,4,2015
Sonora,San Javier,34,,2,,2,,38,4,2015
Sonora,San Luis Río Colorado,3117,888,1129,523,273,212,6142,4,2015
Sonora,San Miguel de Horcasitas,1,,,,,,1,4,2015
Sonora,San Pedro de la Cueva,1,,,,,,1,4,2015
Sonora,Santa Ana,205,73,175,37,25,11,526,4,2015
Sonora,Santa Cruz,2,25,45,11,,1,84,4,2015
Sonora,Suaqui Grande,2,6,1,,,,9,4,2015
Sonora,Trincheras,,3,10,1,,,14,4,2015
Sonora,Ures,60,6,4,,,,70,4,2015
Sonora,Villa Hidalgo,,,1,,,,1,4,2015
Sonora,Villa Pesqueira,,,4,8,2,1,15,4,2015
Sonora,Yécora,10,3,,,,,13,4,2015
Tabasco,Balancán,171,21,31,23,28,8,282,4,2015
Tabasco,Cárdenas,2024,459,869,837,406,253,4848,4,2015
Tabasco,Centla,188,39,69,33,37,2,368,4,2015
Tabasco,Centro,15484,4479,6579,5558,3332,3303,38735,4,2015
Tabasco,Comalcalco,1120,335,347,257,97,49,2205,4,2015
Tabasco,Cunduacán,315,72,103,84,64,29,667,4,2015
Tabasco,Emiliano Zapata,292,45,91,87,46,2,563,4,2015
Tabasco,Huimanguillo,649,297,173,71,43,10,1243,4,2015
Tabasco,Jalapa,101,57,47,18,10,5,238,4,2015
Tabasco,Jalpa de Méndez,122,50,39,19,4,3,237,4,2015
Tabasco,Jonuta,31,1,3,,,,35,4,2015
Tabasco,Macuspana,582,206,292,236,122,83,1521,4,2015
Tabasco,Nacajuca,472,231,76,23,5,6,813,4,2015
Tabasco,Paraíso,1549,197,245,245,166,164,2566,4,2015
Tabasco,Tacotalpa,87,33,34,31,25,3,213,4,2015
Tabasco,Teapa,730,139,148,86,46,18,1167,4,2015
Tabasco,Tenosique,299,74,58,23,9,7,470,4,2015
Tamaulipas,Tamaulipas,45689,22616,32101,21869,9990,8073,140338,4,2015
Tamaulipas,Abasolo,80,14,13,5,2,,114,4,2015
Tamaulipas,Aldama,310,42,50,14,4,,420,4,2015
Tamaulipas,Altamira,1753,623,1415,1887,990,828,7496,4,2015
Tamaulipas,Antiguo Morelos,27,2,,4,,,33,4,2015
Tamaulipas,Camargo,138,27,20,10,3,2,200,4,2015
Tamaulipas,Casas,6,,,1,,,7,4,2015
Tamaulipas,Ciudad Madero,2363,451,582,358,169,58,3981,4,2015
Tamaulipas,Cruillas,1,,,,,,1,4,2015
Tamaulipas,El Mante,2142,367,551,555,241,114,3970,4,2015
Tamaulipas,Gómez Farías,63,51,45,20,4,4,187,4,2015
Tamaulipas,González,720,105,78,47,14,5,969,4,2015
Tamaulipas,Güémez,176,24,19,4,1,3,227,4,2015
Tamaulipas,Guerrero,21,,1,,,,22,4,2015
Tamaulipas,Gustavo Díaz Ordaz,213,34,42,18,7,5,319,4,2015
Tamaulipas,Hidalgo,107,17,18,8,3,,153,4,2015
Tamaulipas,Jaumave,64,26,26,14,3,4,137,4,2015
Tamaulipas,Jiménez,116,28,36,30,8,1,219,4,2015
Tamaulipas,Llera,143,22,5,2,,,172,4,2015
Tamaulipas,Mainero,7,1,,1,,,9,4,2015
Tamaulipas,Matamoros,4814,4929,7087,3910,1584,1257,23581,4,2015
Tamaulipas,Méndez,2,,1,,,,3,4,2015
Tamaulipas,Mier,40,3,2,2,,,47,4,2015
Tamaulipas,Miguel Alemán,446,104,156,68,16,18,808,4,2015
Tamaulipas,Nuevo Laredo,5166,3050,4283,4275,1785,1089,19648,4,2015
Tamaulipas,Nuevo Morelos,11,,,,,,11,4,2015
Tamaulipas,Ocampo,34,3,5,,,,42,4,2015
Tamaulipas,Padilla,157,14,16,6,2,1,196,4,2015
Tamaulipas,Palmillas,1,2,1,,,,4,4,2015
Tamaulipas,Reynosa,7516,6938,10511,4720,2359,2202,34246,4,2015
Tamaulipas,Río Bravo,914,314,451,220,93,78,2070,4,2015
Tamaulipas,San Carlos,5,,1,1,,,7,4,2015
Tamaulipas,San Fernando,373,115,164,53,20,8,733,4,2015
Tamaulipas,Soto la Marina,354,48,64,30,9,5,510,4,2015
Tamaulipas,Tampico,7927,2158,3250,2790,1410,1086,18621,4,2015
Tamaulipas,Tula,82,14,36,11,,,143,4,2015
Tamaulipas,Valle Hermoso,1287,435,311,223,129,113,2498,4,2015
Tamaulipas,Victoria,7905,2600,2775,2536,1118,1186,18120,4,2015
Tamaulipas,Villagrán,16,10,59,15,7,1,108,4,2015
Tamaulipas,Xicoténcatl,189,45,27,31,9,5,306,4,2015
Tlaxcala,Acuamanala de Miguel Hidalgo,743,283,359,180,74,36,1675,4,2015
Tlaxcala,Amaxac de Guerrero,24,1,1,,,1,27,4,2015
Tlaxcala,Apetatitlán de Antonio Carvajal,389,159,318,261,77,101,1305,4,2015
Tlaxcala,Apizaco,1377,424,680,503,172,75,3231,4,2015
Tlaxcala,Atlangatepec,4,,,,,,4,4,2015
Tlaxcala,Benito Juárez,6,1,,,,,7,4,2015
Tlaxcala,Calpulalpan,328,54,190,66,21,8,667,4,2015
Tlaxcala,Chiautempan,672,234,332,211,47,31,1527,4,2015
Tlaxcala,Contla de Juan Cuamatzi,217,103,218,14,3,4,559,4,2015
Tlaxcala,Cuapiaxtla,9,4,19,13,5,1,51,4,2015
Tlaxcala,Cuaxomulco,4,,,,,,4,4,2015
Tlaxcala,El Carmen Tequexquitla,42,9,11,2,,,64,4,2015
Tlaxcala,Españita,7,1,1,,,,9,4,2015
Tlaxcala,Huamantla,836,444,513,252,75,51,2171,4,2015
Tlaxcala,Hueyotlipan,48,27,19,9,2,2,107,4,2015
Tlaxcala,Ixtacuixtla de Mariano Matamoros,347,174,325,278,87,58,1269,4,2015
Tlaxcala,Ixtenco,1,,,,,,1,4,2015
Tlaxcala,La Magdalena Tlaltelulco,74,30,312,268,39,23,746,4,2015
Tlaxcala,Mazatecochco de José María Morelos,62,2,5,4,4,,77,4,2015
Tlaxcala,Muñoz de Domingo Arenas,6,,,,,,6,4,2015
Tlaxcala,Nanacamilpa de Mariano Arista,43,9,2,1,,,55,4,2015
Tlaxcala,Natívitas,26,2,8,5,5,,46,4,2015
Tlaxcala,Panotla,17,4,16,9,1,,47,4,2015
Tlaxcala,Papalotla de Xicohténcatl,572,637,728,294,73,45,2349,4,2015
Tlaxcala,San Damián Texóloc,16,2,,,,,18,4,2015
Tlaxcala,San Francisco Tetlanohcan,5,,,,,,5,4,2015
Tlaxcala,San Jerónimo Zacualpan,3,,,,,,3,4,2015
Tlaxcala,San José Teacalco,6,,,,,,6,4,2015
Tlaxcala,San Juan Huactzinco,2,,,,,,2,4,2015
Tlaxcala,San Lucas Tecopilco,2,,,,,,2,4,2015
Tlaxcala,San Pablo del Monte,245,45,25,9,3,1,328,4,2015
Tlaxcala,Sanctórum de Lázaro Cárdenas,8,5,2,,,,15,4,2015
Tlaxcala,Santa Ana Nopalucan,1,,,,,,1,4,2015
Tlaxcala,Santa Apolonia Teacalco,2,,,,,,2,4,2015
Tlaxcala,Santa Catarina Ayometla,9,,,1,,,10,4,2015
Tlaxcala,Santa Cruz Quilehtla,6,,,,,,6,4,2015
Tlaxcala,Santa Cruz Tlaxcala,57,8,10,6,2,,83,4,2015
Tlaxcala,Santa Isabel Xiloxoxtla,337,184,135,78,40,43,817,4,2015
Tlaxcala,Tenancingo,38,2,1,2,,3,46,4,2015
Tlaxcala,Teolocholco,112,71,436,216,46,32,913,4,2015
Tlaxcala,Tepetitla de Lardizábal,23,1,22,1,2,,49,4,2015
Tlaxcala,Tepeyanco,28,,1,1,2,,32,4,2015
Tlaxcala,Terrenate,2,,,,,,2,4,2015
Tlaxcala,Tetla de la Solidaridad,271,375,898,313,90,94,2041,4,2015
Tlaxcala,Tetlatlahuca,12,17,20,17,9,4,79,4,2015
Tlaxcala,Tlaxcala,2000,578,1024,1255,720,525,6102,4,2015
Tlaxcala,Tlaxco,497,195,204,102,30,34,1062,4,2015
Tlaxcala,Totolac,69,8,1,4,,,82,4,2015
Tlaxcala,Tzompantepec,49,6,5,1,1,1,63,4,2015
Tlaxcala,Xaloztoc,101,95,161,197,55,19,628,4,2015
Tlaxcala,Xaltocan,26,,,,,,26,4,2015
Tlaxcala,Xicohtzinco,162,17,71,106,27,25,408,4,2015
Tlaxcala,Yauhquemehcan,266,60,77,124,77,22,626,4,2015
Tlaxcala,Zacatelco,214,48,38,42,14,7,363,4,2015
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,15,1,1,,1,,18,4,2015
Veracruz de Ignacio de la Llave,Acajete,13,1,1,,,,15,4,2015
Veracruz de Ignacio de la Llave,Acayucan,1090,228,237,208,76,15,1854,4,2015
Veracruz de Ignacio de la Llave,Actopan,61,2,11,6,,,80,4,2015
Veracruz de Ignacio de la Llave,Acula,5,,,,,,5,4,2015
Veracruz de Ignacio de la Llave,Acultzingo,23,22,6,2,,,53,4,2015
Veracruz de Ignacio de la Llave,Agua Dulce,176,86,65,25,5,2,359,4,2015
Veracruz de Ignacio de la Llave,Álamo Temapache,427,174,236,117,30,12,996,4,2015
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,47,17,42,37,67,16,226,4,2015
Veracruz de Ignacio de la Llave,Altotonga,384,38,32,7,3,,464,4,2015
Veracruz de Ignacio de la Llave,Alvarado,417,120,87,91,24,15,754,4,2015
Veracruz de Ignacio de la Llave,Amatitlán,12,2,,1,,,15,4,2015
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,398,150,296,194,44,26,1108,4,2015
Veracruz de Ignacio de la Llave,Angel R. Cabada,79,19,16,5,1,,120,4,2015
Veracruz de Ignacio de la Llave,Apazapan,15,40,20,29,6,12,122,4,2015
Veracruz de Ignacio de la Llave,Atoyac,143,48,92,77,43,36,439,4,2015
Veracruz de Ignacio de la Llave,Atzacan,7,1,1,,,,9,4,2015
Veracruz de Ignacio de la Llave,Atzalan,88,5,13,6,,1,113,4,2015
Veracruz de Ignacio de la Llave,Banderilla,330,48,151,154,105,19,807,4,2015
Veracruz de Ignacio de la Llave,Benito Juárez,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Boca del Río,3745,953,1389,1196,627,365,8275,4,2015
Veracruz de Ignacio de la Llave,Camarón de Tejeda,3,1,,,,,4,4,2015
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,306,42,97,52,11,5,513,4,2015
Veracruz de Ignacio de la Llave,Carlos A. Carrillo,121,47,204,316,138,42,868,4,2015
Veracruz de Ignacio de la Llave,Carrillo Puerto,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Castillo de Teayo,1,,1,,,,2,4,2015
Veracruz de Ignacio de la Llave,Catemaco,250,61,50,12,9,,382,4,2015
Veracruz de Ignacio de la Llave,Cazones de Herrera,21,9,1,1,,,32,4,2015
Veracruz de Ignacio de la Llave,Cerro Azul,230,41,49,55,8,6,389,4,2015
Veracruz de Ignacio de la Llave,Chacaltianguis,12,,4,4,1,,21,4,2015
Veracruz de Ignacio de la Llave,Chalma,1,3,2,1,,,7,4,2015
Veracruz de Ignacio de la Llave,Chiconamel,6,,,,,,6,4,2015
Veracruz de Ignacio de la Llave,Chicontepec,12,7,28,23,9,3,82,4,2015
Veracruz de Ignacio de la Llave,Chinameca,93,72,84,135,46,7,437,4,2015
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,5,6,1,,1,,13,4,2015
Veracruz de Ignacio de la Llave,Chocamán,5,,2,,,,7,4,2015
Veracruz de Ignacio de la Llave,Chontla,14,,,,,1,15,4,2015
Veracruz de Ignacio de la Llave,Citlaltépetl,3,,,,,,3,4,2015
Veracruz de Ignacio de la Llave,Coacoatzintla,3,,,,,,3,4,2015
Veracruz de Ignacio de la Llave,Coatepec,1101,288,417,335,188,70,2399,4,2015
Veracruz de Ignacio de la Llave,Coatzacoalcos,5412,1631,2489,4082,2388,1297,17299,4,2015
Veracruz de Ignacio de la Llave,Coatzintla,288,42,32,24,15,29,430,4,2015
Veracruz de Ignacio de la Llave,Comapa,1,1,,,,,2,4,2015
Veracruz de Ignacio de la Llave,Córdoba,6501,1969,2265,1869,690,515,13809,4,2015
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,614,118,151,289,165,101,1438,4,2015
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,31,8,6,1,,,46,4,2015
Veracruz de Ignacio de la Llave,Coscomatepec,143,21,28,26,4,,222,4,2015
Veracruz de Ignacio de la Llave,Cosoleacaque,421,119,177,188,86,29,1020,4,2015
Veracruz de Ignacio de la Llave,Cotaxtla,309,38,111,44,2,3,507,4,2015
Veracruz de Ignacio de la Llave,Coxquihui,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Coyutla,2,,,,,,2,4,2015
Veracruz de Ignacio de la Llave,Cuichapa,16,34,196,171,57,29,503,4,2015
Veracruz de Ignacio de la Llave,Cuitláhuac,222,54,72,128,54,14,544,4,2015
Veracruz de Ignacio de la Llave,El Higo,77,84,126,69,32,13,401,4,2015
Veracruz de Ignacio de la Llave,Emiliano Zapata,299,115,138,85,31,16,684,4,2015
Veracruz de Ignacio de la Llave,Espinal,4,5,1,,,,10,4,2015
Veracruz de Ignacio de la Llave,Fortín,710,421,416,159,62,36,1804,4,2015
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,160,23,23,13,2,,221,4,2015
Veracruz de Ignacio de la Llave,Huatusco,378,130,132,60,44,15,759,4,2015
Veracruz de Ignacio de la Llave,Huayacocotla,,2,1,,,,3,4,2015
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,89,52,63,34,15,5,258,4,2015
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,189,32,91,93,60,11,476,4,2015
Veracruz de Ignacio de la Llave,Ignacio de la Llave,4,2,,,,,6,4,2015
Veracruz de Ignacio de la Llave,Isla,296,77,102,74,44,5,598,4,2015
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,7,1,3,,,,11,4,2015
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,5,4,4,1,,,14,4,2015
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,8,13,7,11,1,,40,4,2015
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,10,18,47,33,17,5,130,4,2015
Veracruz de Ignacio de la Llave,Ixhuatlancillo,12,8,1,3,,,24,4,2015
Veracruz de Ignacio de la Llave,Ixmatlahuacan,13,,,,,,13,4,2015
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,573,224,716,1524,442,191,3670,4,2015
Veracruz de Ignacio de la Llave,Jalacingo,435,45,101,34,11,6,632,4,2015
Veracruz de Ignacio de la Llave,Jalcomulco,13,,,,,1,14,4,2015
Veracruz de Ignacio de la Llave,Jáltipan,366,65,96,84,25,4,640,4,2015
Veracruz de Ignacio de la Llave,Jamapa,12,1,,,,1,14,4,2015
Veracruz de Ignacio de la Llave,Jesús Carranza,44,15,8,2,7,1,77,4,2015
Veracruz de Ignacio de la Llave,Jilotepec,33,4,1,1,,,39,4,2015
Veracruz de Ignacio de la Llave,José Azueta,42,14,9,4,1,,70,4,2015
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,103,8,24,20,15,4,174,4,2015
Veracruz de Ignacio de la Llave,Juchique de Ferrer,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,La Antigua,605,118,180,140,51,34,1128,4,2015
Veracruz de Ignacio de la Llave,La Perla,3,1,1,,,,5,4,2015
Veracruz de Ignacio de la Llave,Las Choapas,261,121,90,59,20,3,554,4,2015
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,43,43,26,9,7,1,129,4,2015
Veracruz de Ignacio de la Llave,Lerdo de Tejada,346,130,218,265,87,72,1118,4,2015
Veracruz de Ignacio de la Llave,Maltrata,11,1,,,,,12,4,2015
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,31,5,19,9,1,2,67,4,2015
Veracruz de Ignacio de la Llave,Mariano Escobedo,49,4,3,1,1,,58,4,2015
Veracruz de Ignacio de la Llave,Martínez de la Torre,2158,506,613,473,174,121,4045,4,2015
Veracruz de Ignacio de la Llave,Mecayapan,2,,,,,,2,4,2015
Veracruz de Ignacio de la Llave,Medellín,375,260,158,103,20,9,925,4,2015
Veracruz de Ignacio de la Llave,Minatitlán,1526,529,807,823,275,127,4087,4,2015
Veracruz de Ignacio de la Llave,Misantla,176,56,56,25,10,10,333,4,2015
Veracruz de Ignacio de la Llave,Moloacán,15,2,27,78,12,7,141,4,2015
Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,79,17,128,120,34,56,434,4,2015
Veracruz de Ignacio de la Llave,Naolinco,63,3,20,30,3,1,120,4,2015
Veracruz de Ignacio de la Llave,Naranjal,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Naranjos Amatlán,279,84,121,68,32,3,587,4,2015
Veracruz de Ignacio de la Llave,Nautla,110,4,3,2,,,119,4,2015
Veracruz de Ignacio de la Llave,Nogales,317,57,96,70,11,4,555,4,2015
Veracruz de Ignacio de la Llave,Oluta,65,36,51,31,7,,190,4,2015
Veracruz de Ignacio de la Llave,Omealca,16,4,10,2,,1,33,4,2015
Veracruz de Ignacio de la Llave,Orizaba,4921,1179,1529,1498,942,476,10545,4,2015
Veracruz de Ignacio de la Llave,Otatitlán,5,,4,2,,,11,4,2015
Veracruz de Ignacio de la Llave,Oteapan,5,3,1,,,,9,4,2015
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,78,3,9,3,1,,94,4,2015
Veracruz de Ignacio de la Llave,Pajapan,,,1,,,,1,4,2015
Veracruz de Ignacio de la Llave,Pánuco,670,190,417,519,206,68,2070,4,2015
Veracruz de Ignacio de la Llave,Papantla,773,213,256,166,58,14,1480,4,2015
Veracruz de Ignacio de la Llave,Paso de Ovejas,85,18,15,7,5,,130,4,2015
Veracruz de Ignacio de la Llave,Paso del Macho,90,57,98,71,20,9,345,4,2015
Veracruz de Ignacio de la Llave,Perote,569,173,358,282,97,74,1553,4,2015
Veracruz de Ignacio de la Llave,Platón Sánchez,34,6,1,1,,,42,4,2015
Veracruz de Ignacio de la Llave,Playa Vicente,58,16,28,7,1,,110,4,2015
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,4660,1483,1948,1930,833,591,11445,4,2015
Veracruz de Ignacio de la Llave,Pueblo Viejo,154,62,95,305,254,98,968,4,2015
Veracruz de Ignacio de la Llave,Puente Nacional,80,18,15,16,2,2,133,4,2015
Veracruz de Ignacio de la Llave,Rafael Delgado,122,1,6,4,1,1,135,4,2015
Veracruz de Ignacio de la Llave,Rafael Lucio,20,3,,1,,,24,4,2015
Veracruz de Ignacio de la Llave,Río Blanco,445,81,131,228,62,43,990,4,2015
Veracruz de Ignacio de la Llave,Saltabarranca,4,,1,1,,1,7,4,2015
Veracruz de Ignacio de la Llave,San Andrés Tenejapan,2,,,,,,2,4,2015
Veracruz de Ignacio de la Llave,San Andrés Tuxtla,1201,243,282,183,102,53,2064,4,2015
Veracruz de Ignacio de la Llave,San Juan Evangelista,32,11,70,21,11,5,150,4,2015
Veracruz de Ignacio de la Llave,San Rafael,180,42,25,17,10,7,281,4,2015
Veracruz de Ignacio de la Llave,Santiago Tuxtla,67,12,21,16,2,2,120,4,2015
Veracruz de Ignacio de la Llave,Sayula de Alemán,67,13,17,13,20,37,167,4,2015
Veracruz de Ignacio de la Llave,Soconusco,53,13,8,3,1,,78,4,2015
Veracruz de Ignacio de la Llave,Soledad Atzompa,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Soledad de Doblado,121,24,14,10,6,1,176,4,2015
Veracruz de Ignacio de la Llave,Soteapan,8,,,,,,8,4,2015
Veracruz de Ignacio de la Llave,Tamalín,,8,1,,2,4,15,4,2015
Veracruz de Ignacio de la Llave,Tamiahua,24,3,3,2,1,,33,4,2015
Veracruz de Ignacio de la Llave,Tampico Alto,82,8,3,2,1,,96,4,2015
Veracruz de Ignacio de la Llave,Tantoyuca,474,141,116,63,45,19,858,4,2015
Veracruz de Ignacio de la Llave,Tecolutla,194,11,15,29,5,,254,4,2015
Veracruz de Ignacio de la Llave,Tempoal,80,13,18,14,1,5,131,4,2015
Veracruz de Ignacio de la Llave,Teocelo,23,5,12,2,1,,43,4,2015
Veracruz de Ignacio de la Llave,Tepatlaxco,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Tequila,5,2,1,,,,8,4,2015
Veracruz de Ignacio de la Llave,Texistepec,7,15,8,2,,,32,4,2015
Veracruz de Ignacio de la Llave,Tezonapa,172,92,160,70,21,13,528,4,2015
Veracruz de Ignacio de la Llave,Tierra Blanca,666,167,360,303,124,35,1655,4,2015
Veracruz de Ignacio de la Llave,Tihuatlán,642,155,240,171,72,96,1376,4,2015
Veracruz de Ignacio de la Llave,Tlacojalpan,10,,1,1,,,12,4,2015
Veracruz de Ignacio de la Llave,Tlacotalpan,76,4,4,5,,,89,4,2015
Veracruz de Ignacio de la Llave,Tlalixcoyan,84,18,35,21,6,,164,4,2015
Veracruz de Ignacio de la Llave,Tlalnelhuayocan,23,32,40,51,14,6,166,4,2015
Veracruz de Ignacio de la Llave,Tlaltetela,1,,,,,,1,4,2015
Veracruz de Ignacio de la Llave,Tlapacoyan,314,120,54,29,7,9,533,4,2015
Veracruz de Ignacio de la Llave,Tlilapan,20,1,,,,,21,4,2015
Veracruz de Ignacio de la Llave,Tomatlán,23,2,11,4,1,,41,4,2015
Veracruz de Ignacio de la Llave,Totutla,17,,,,,,17,4,2015
Veracruz de Ignacio de la Llave,Tres Valles,251,138,291,267,42,45,1034,4,2015
Veracruz de Ignacio de la Llave,Tuxpan,1681,454,644,431,182,127,3519,4,2015
Veracruz de Ignacio de la Llave,Ursulo Galván,145,46,175,141,37,21,565,4,2015
Veracruz de Ignacio de la Llave,Vega de Alatorre,90,10,10,9,1,1,121,4,2015
Veracruz de Ignacio de la Llave,Veracruz,10476,2585,4598,5685,2572,1713,27629,4,2015
Veracruz de Ignacio de la Llave,Villa Aldama,11,1,8,,,,20,4,2015
Veracruz de Ignacio de la Llave,Xalapa,10169,2682,4072,3262,1282,913,22380,4,2015
Veracruz de Ignacio de la Llave,Xico,80,19,7,2,2,,110,4,2015
Veracruz de Ignacio de la Llave,Yanga,94,13,21,117,27,7,279,4,2015
Veracruz de Ignacio de la Llave,Zaragoza,4,,,,,,4,4,2015
Veracruz de Ignacio de la Llave,Zentla,2,1,,,,,3,4,2015
Veracruz de Ignacio de la Llave,Zongolica,20,41,48,9,5,3,126,4,2015
Veracruz de Ignacio de la Llave,Atlahuilco,,,1,,,,1,4,2015
Veracruz de Ignacio de la Llave,Tlaquilpa,,1,,,,,1,4,2015
Yucatán,Abalá,23,6,1,2,,5,37,4,2015
Yucatán,Acanceh,158,450,195,48,7,2,860,4,2015
Yucatán,Akil,20,,,,,,20,4,2015
Yucatán,Baca,367,58,33,22,9,5,494,4,2015
Yucatán,Buctzotz,7,,1,,,,8,4,2015
Yucatán,Cacalchén,19,8,2,,,,29,4,2015
Yucatán,Cansahcab,5,,,,,,5,4,2015
Yucatán,Celestún,5,,,,,,5,4,2015
Yucatán,Chapab,1,,,,,,1,4,2015
Yucatán,Chemax,21,3,2,,,,26,4,2015
Yucatán,Chicxulub Pueblo,9,1,1,,,,11,4,2015
Yucatán,Chocholá,10,,,,,,10,4,2015
Yucatán,Conkal,161,25,9,1,1,,197,4,2015
Yucatán,Dzemul,23,,,,,,23,4,2015
Yucatán,Dzidzantún,18,2,6,2,1,,29,4,2015
Yucatán,Dzilam de Bravo,20,2,2,1,1,,26,4,2015
Yucatán,Dzilam González,4,3,1,,,,8,4,2015
Yucatán,Dzitás,1,,1,,,,2,4,2015
Yucatán,Espita,12,,,,,,12,4,2015
Yucatán,Halachó,47,15,8,1,1,,72,4,2015
Yucatán,Hocabá,11,,,,,,11,4,2015
Yucatán,Hoctún,13,1,,,,,14,4,2015
Yucatán,Homún,12,,,,,,12,4,2015
Yucatán,Huhí,2,,,,,,2,4,2015
Yucatán,Hunucmá,272,129,90,29,6,1,527,4,2015
Yucatán,Izamal,258,256,62,16,2,,594,4,2015
Yucatán,Kanasín,624,335,189,134,29,13,1324,4,2015
Yucatán,Kinchil,10,5,8,,,,23,4,2015
Yucatán,Kopomá,9,,,,1,,10,4,2015
Yucatán,Maní,13,1,,1,,,15,4,2015
Yucatán,Maxcanú,63,8,6,2,2,1,82,4,2015
Yucatán,Mérida,26253,6862,9129,7437,3177,2451,55309,4,2015
Yucatán,Mocochá,50,7,3,2,,,62,4,2015
Yucatán,Motul,178,27,26,7,4,2,244,4,2015
Yucatán,Muna,52,1,,,,,53,4,2015
Yucatán,Muxupip,464,63,32,14,4,4,581,4,2015
Yucatán,Opichén,15,8,,,,,23,4,2015
Yucatán,Oxkutzcab,139,16,16,12,1,,184,4,2015
Yucatán,Panabá,27,1,,2,,,30,4,2015
Yucatán,Peto,51,11,10,2,2,,76,4,2015
Yucatán,Progreso,894,114,106,91,28,22,1255,4,2015
Yucatán,Río Lagartos,21,3,21,49,21,,115,4,2015
Yucatán,Sacalum,5,,,,,,5,4,2015
Yucatán,Samahil,28,19,,1,,,48,4,2015
Yucatán,San Felipe,22,2,2,,,,26,4,2015
Yucatán,Sanahcat,,1,1,,,,2,4,2015
Yucatán,Santa Elena,14,2,1,,,,17,4,2015
Yucatán,Seyé,2,,,,,,2,4,2015
Yucatán,Sinanché,1,,,,,,1,4,2015
Yucatán,Sotuta,2,4,8,,,,14,4,2015
Yucatán,Sucilá,27,2,,,,,29,4,2015
Yucatán,Tahdziú,3,,,,,,3,4,2015
Yucatán,Tahmek,3,,,,,,3,4,2015
Yucatán,Tecoh,91,27,7,4,7,7,143,4,2015
Yucatán,Tekal de Venegas,1,,,,,,1,4,2015
Yucatán,Tekantó,1,1,,,,,2,4,2015
Yucatán,Tekax,229,248,60,37,19,2,595,4,2015
Yucatán,Tekit,18,,,,3,3,24,4,2015
Yucatán,Telchac Pueblo,14,,1,1,,,16,4,2015
Yucatán,Telchac Puerto,29,12,5,2,1,,49,4,2015
Yucatán,Temax,14,3,2,,,,19,4,2015
Yucatán,Temozón,77,5,12,,,,94,4,2015
Yucatán,Tepakán,1,,,,,,1,4,2015
Yucatán,Tetiz,13,83,7,,,,103,4,2015
Yucatán,Teya,,1,,,,,1,4,2015
Yucatán,Ticul,216,67,43,13,4,1,344,4,2015
Yucatán,Timucuy,11,9,1,,,,21,4,2015
