Estado,Municipio,Hasta 1.99,2.00 a 2.60,2.61 a 3.99,4.00 a 6.99,7.00 a 10.99,11.00 en adelante,Total general,mes,anio
Tlaxcala,Sanctórum de Lázaro Cárdenas,8,4,2,,,,14,2,2015
Tlaxcala,Santa Ana Nopalucan,1,,,,,,1,2,2015
Tlaxcala,Santa Apolonia Teacalco,2,,,,,,2,2,2015
Tlaxcala,Santa Catarina Ayometla,9,,,1,,,10,2,2015
Tlaxcala,Santa Cruz Quilehtla,5,,,,,,5,2,2015
Tlaxcala,Santa Cruz Tlaxcala,72,10,8,5,3,,98,2,2015
Tlaxcala,Santa Isabel Xiloxoxtla,352,184,133,77,47,40,833,2,2015
Tlaxcala,Tenancingo,39,3,,2,,3,47,2,2015
Tlaxcala,Teolocholco,114,45,491,188,45,31,914,2,2015
Tlaxcala,Tepetitla de Lardizábal,25,1,23,1,2,,52,2,2015
Tlaxcala,Tepeyanco,29,,1,1,2,,33,2,2015
Tlaxcala,Terrenate,1,,,,,,1,2,2015
Tlaxcala,Tetla de la Solidaridad,301,401,846,294,74,86,2002,2,2015
Tlaxcala,Tetlatlahuca,12,4,32,9,18,3,78,2,2015
Tlaxcala,Tlaxcala,2053,599,1009,1216,734,515,6126,2,2015
Tlaxcala,Tlaxco,464,220,158,98,30,36,1006,2,2015
Tlaxcala,Totolac,69,6,1,3,,,79,2,2015
Tlaxcala,Tzompantepec,54,6,5,1,,1,67,2,2015
Tlaxcala,Xaloztoc,113,88,160,197,49,21,628,2,2015
Tlaxcala,Xaltocan,27,1,,,,,28,2,2015
Tlaxcala,Xicohtzinco,156,18,72,105,28,26,405,2,2015
Tlaxcala,Yauhquemehcan,263,61,69,141,127,29,690,2,2015
Tlaxcala,Zacatelco,203,45,38,39,17,5,347,2,2015
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,17,1,1,,,,19,2,2015
Veracruz de Ignacio de la Llave,Acajete,12,,1,,,,13,2,2015
Veracruz de Ignacio de la Llave,Acayucan,1071,239,227,211,85,18,1851,2,2015
Veracruz de Ignacio de la Llave,Actopan,60,3,15,5,,,83,2,2015
Veracruz de Ignacio de la Llave,Acula,5,,,,,,5,2,2015
Veracruz de Ignacio de la Llave,Acultzingo,23,20,11,1,1,,56,2,2015
Veracruz de Ignacio de la Llave,Agua Dulce,172,100,65,24,5,2,368,2,2015
Veracruz de Ignacio de la Llave,Álamo Temapache,390,181,231,127,25,11,965,2,2015
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,49,24,38,49,81,11,252,2,2015
Veracruz de Ignacio de la Llave,Altotonga,354,32,30,5,3,,424,2,2015
Veracruz de Ignacio de la Llave,Alvarado,428,117,99,86,27,16,773,2,2015
Veracruz de Ignacio de la Llave,Amatitlán,12,2,,1,,,15,2,2015
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,466,138,276,188,40,29,1137,2,2015
Veracruz de Ignacio de la Llave,Angel R. Cabada,89,17,13,3,1,,123,2,2015
Veracruz de Ignacio de la Llave,Apazapan,17,41,18,25,5,11,117,2,2015
Veracruz de Ignacio de la Llave,Atoyac,131,85,183,124,48,41,612,2,2015
Veracruz de Ignacio de la Llave,Atzacan,6,1,1,,,,8,2,2015
Veracruz de Ignacio de la Llave,Atzalan,87,4,5,5,,1,102,2,2015
Veracruz de Ignacio de la Llave,Banderilla,325,43,122,172,108,17,787,2,2015
Veracruz de Ignacio de la Llave,Benito Juárez,1,1,,,,,2,2,2015
Veracruz de Ignacio de la Llave,Boca del Río,3816,922,1371,1242,624,382,8357,2,2015
Veracruz de Ignacio de la Llave,Camarón de Tejeda,3,1,,,,,4,2,2015
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,305,44,102,50,10,5,516,2,2015
Veracruz de Ignacio de la Llave,Carlos A. Carrillo,126,36,194,316,146,43,861,2,2015
Veracruz de Ignacio de la Llave,Carrillo Puerto,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Castillo de Teayo,1,,1,,,,2,2,2015
Veracruz de Ignacio de la Llave,Catemaco,237,62,41,13,8,,361,2,2015
Veracruz de Ignacio de la Llave,Cazones de Herrera,18,10,4,1,,,33,2,2015
Veracruz de Ignacio de la Llave,Cerro Azul,240,52,68,53,11,7,431,2,2015
Veracruz de Ignacio de la Llave,Chacaltianguis,14,,4,5,2,,25,2,2015
Veracruz de Ignacio de la Llave,Chalma,35,4,4,2,,,45,2,2015
Veracruz de Ignacio de la Llave,Chicontepec,12,7,32,19,11,3,84,2,2015
Veracruz de Ignacio de la Llave,Chinameca,92,64,73,139,57,10,435,2,2015
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,7,6,1,,1,,15,2,2015
Veracruz de Ignacio de la Llave,Chocamán,4,,2,,,,6,2,2015
Veracruz de Ignacio de la Llave,Chontla,13,,,,,1,14,2,2015
Veracruz de Ignacio de la Llave,Citlaltépetl,3,,,,,,3,2,2015
Veracruz de Ignacio de la Llave,Coacoatzintla,3,,,,,,3,2,2015
Veracruz de Ignacio de la Llave,Coatepec,1017,309,404,391,145,68,2334,2,2015
Veracruz de Ignacio de la Llave,Coatzacoalcos,5515,1575,2606,4132,2427,1213,17468,2,2015
Veracruz de Ignacio de la Llave,Coatzintla,306,34,39,26,15,27,447,2,2015
Veracruz de Ignacio de la Llave,Comapa,1,1,,,,,2,2,2015
Veracruz de Ignacio de la Llave,Córdoba,6672,1999,2289,1885,674,518,14037,2,2015
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,612,125,145,298,157,104,1441,2,2015
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,33,9,5,1,,,48,2,2015
Veracruz de Ignacio de la Llave,Coscomatepec,139,22,24,24,4,,213,2,2015
Veracruz de Ignacio de la Llave,Cosoleacaque,424,106,179,170,87,27,993,2,2015
Veracruz de Ignacio de la Llave,Cotaxtla,196,33,109,33,2,3,376,2,2015
Veracruz de Ignacio de la Llave,Coxquihui,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Coyutla,2,,,,,,2,2,2015
Veracruz de Ignacio de la Llave,Cuichapa,23,77,291,185,54,29,659,2,2015
Veracruz de Ignacio de la Llave,Cuitláhuac,236,53,68,129,54,11,551,2,2015
Veracruz de Ignacio de la Llave,El Higo,86,76,120,71,30,11,394,2,2015
Veracruz de Ignacio de la Llave,Emiliano Zapata,297,109,133,92,28,17,676,2,2015
Veracruz de Ignacio de la Llave,Espinal,4,8,1,,,,13,2,2015
Veracruz de Ignacio de la Llave,Fortín,672,406,392,150,57,34,1711,2,2015
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,158,23,23,11,2,,217,2,2015
Veracruz de Ignacio de la Llave,Huatusco,397,128,131,56,44,16,772,2,2015
Veracruz de Ignacio de la Llave,Huayacocotla,2,2,,1,,,5,2,2015
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,108,42,48,32,14,5,249,2,2015
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,182,25,87,93,64,19,470,2,2015
Veracruz de Ignacio de la Llave,Ignacio de la Llave,4,2,,,,,6,2,2015
Veracruz de Ignacio de la Llave,Isla,298,78,102,80,37,8,603,2,2015
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,8,1,3,,,,12,2,2015
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,6,2,3,,,,11,2,2015
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,8,14,7,10,1,,40,2,2015
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,9,15,53,28,19,3,127,2,2015
Veracruz de Ignacio de la Llave,Ixhuatlancillo,14,8,1,1,,,24,2,2015
Veracruz de Ignacio de la Llave,Ixmatlahuacan,13,,,,,,13,2,2015
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,566,226,747,1480,369,186,3574,2,2015
Veracruz de Ignacio de la Llave,Jalacingo,431,44,122,12,15,3,627,2,2015
Veracruz de Ignacio de la Llave,Jalcomulco,12,,,,,1,13,2,2015
Veracruz de Ignacio de la Llave,Jáltipan,374,66,87,91,22,4,644,2,2015
Veracruz de Ignacio de la Llave,Jamapa,9,1,,,,1,11,2,2015
Veracruz de Ignacio de la Llave,Jesús Carranza,44,14,3,8,6,2,77,2,2015
Veracruz de Ignacio de la Llave,Jilotepec,35,4,1,1,,,41,2,2015
Veracruz de Ignacio de la Llave,José Azueta,38,12,8,4,1,1,64,2,2015
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,109,8,19,22,13,4,175,2,2015
Veracruz de Ignacio de la Llave,Juchique de Ferrer,1,,,1,,,2,2,2015
Veracruz de Ignacio de la Llave,La Antigua,605,116,223,178,58,35,1215,2,2015
Veracruz de Ignacio de la Llave,La Perla,,1,1,,,,2,2,2015
Veracruz de Ignacio de la Llave,Las Choapas,273,127,92,68,22,3,585,2,2015
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,41,45,22,9,4,1,122,2,2015
Veracruz de Ignacio de la Llave,Lerdo de Tejada,336,142,234,243,92,72,1119,2,2015
Veracruz de Ignacio de la Llave,Maltrata,12,,,,,,12,2,2015
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,29,9,19,9,3,2,71,2,2015
Veracruz de Ignacio de la Llave,Mariano Escobedo,40,5,5,1,1,,52,2,2015
Veracruz de Ignacio de la Llave,Martínez de la Torre,2169,496,599,462,176,125,4027,2,2015
Veracruz de Ignacio de la Llave,Mecayapan,2,,,,,,2,2,2015
Veracruz de Ignacio de la Llave,Medellín,373,245,161,111,22,10,922,2,2015
Veracruz de Ignacio de la Llave,Minatitlán,1585,540,835,924,292,118,4294,2,2015
Veracruz de Ignacio de la Llave,Misantla,164,56,46,24,9,10,309,2,2015
Veracruz de Ignacio de la Llave,Moloacán,15,2,38,66,11,7,139,2,2015
Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,79,15,122,108,32,47,403,2,2015
Veracruz de Ignacio de la Llave,Naolinco,64,3,20,29,3,1,120,2,2015
Veracruz de Ignacio de la Llave,Naranjal,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Naranjos Amatlán,277,77,114,74,30,,572,2,2015
Veracruz de Ignacio de la Llave,Nautla,111,4,3,1,1,,120,2,2015
Veracruz de Ignacio de la Llave,Nogales,339,54,87,68,8,4,560,2,2015
Veracruz de Ignacio de la Llave,Oluta,64,33,56,34,7,,194,2,2015
Veracruz de Ignacio de la Llave,Omealca,26,2,11,1,,1,41,2,2015
Veracruz de Ignacio de la Llave,Orizaba,4990,1186,1590,1588,876,458,10688,2,2015
Veracruz de Ignacio de la Llave,Otatitlán,5,,4,2,,,11,2,2015
Veracruz de Ignacio de la Llave,Oteapan,4,1,1,,,,6,2,2015
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,73,4,10,3,,,90,2,2015
Veracruz de Ignacio de la Llave,Pajapan,,,2,,,,2,2,2015
Veracruz de Ignacio de la Llave,Pánuco,693,162,412,568,227,70,2132,2,2015
Veracruz de Ignacio de la Llave,Papantla,759,199,252,182,58,15,1465,2,2015
Veracruz de Ignacio de la Llave,Paso de Ovejas,88,18,15,8,3,,132,2,2015
Veracruz de Ignacio de la Llave,Paso del Macho,97,71,185,93,22,8,476,2,2015
Veracruz de Ignacio de la Llave,Perote,569,164,364,262,105,69,1533,2,2015
Veracruz de Ignacio de la Llave,Platón Sánchez,33,7,1,1,,,42,2,2015
Veracruz de Ignacio de la Llave,Playa Vicente,47,21,22,6,1,,97,2,2015
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,5061,1474,1955,1891,865,618,11864,2,2015
Veracruz de Ignacio de la Llave,Pueblo Viejo,182,71,99,313,267,101,1033,2,2015
Veracruz de Ignacio de la Llave,Puente Nacional,69,16,22,10,1,2,120,2,2015
Veracruz de Ignacio de la Llave,Rafael Delgado,103,1,4,4,1,1,114,2,2015
Veracruz de Ignacio de la Llave,Rafael Lucio,18,1,,1,,,20,2,2015
Veracruz de Ignacio de la Llave,Río Blanco,458,83,123,231,93,54,1042,2,2015
Veracruz de Ignacio de la Llave,Saltabarranca,4,,1,1,,1,7,2,2015
Veracruz de Ignacio de la Llave,San Andrés Tenejapan,2,,,,,,2,2,2015
Veracruz de Ignacio de la Llave,San Andrés Tuxtla,1220,234,261,210,110,45,2080,2,2015
Veracruz de Ignacio de la Llave,San Juan Evangelista,33,11,65,16,14,2,141,2,2015
Veracruz de Ignacio de la Llave,San Rafael,174,44,23,19,10,7,277,2,2015
Veracruz de Ignacio de la Llave,Santiago Tuxtla,69,19,24,11,3,1,127,2,2015
Veracruz de Ignacio de la Llave,Sayula de Alemán,87,12,17,13,23,31,183,2,2015
Veracruz de Ignacio de la Llave,Sochiapa,,1,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Soconusco,58,13,5,2,1,,79,2,2015
Veracruz de Ignacio de la Llave,Soledad Atzompa,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Soledad de Doblado,120,24,14,10,6,1,175,2,2015
Veracruz de Ignacio de la Llave,Soteapan,7,1,,,,,8,2,2015
Veracruz de Ignacio de la Llave,Tamalín,,8,1,,2,4,15,2,2015
Veracruz de Ignacio de la Llave,Tamiahua,23,3,2,2,1,,31,2,2015
Veracruz de Ignacio de la Llave,Tampico Alto,85,13,11,2,,,111,2,2015
Veracruz de Ignacio de la Llave,Tantoyuca,474,139,107,61,44,18,843,2,2015
Veracruz de Ignacio de la Llave,Tecolutla,185,8,15,29,2,,239,2,2015
Veracruz de Ignacio de la Llave,Tempoal,85,15,14,15,2,4,135,2,2015
Veracruz de Ignacio de la Llave,Teocelo,14,6,12,2,1,,35,2,2015
Veracruz de Ignacio de la Llave,Tepatlaxco,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Tequila,5,1,1,1,,,8,2,2015
Veracruz de Ignacio de la Llave,Texistepec,9,15,8,1,,,33,2,2015
Veracruz de Ignacio de la Llave,Tezonapa,201,130,157,64,13,16,581,2,2015
Veracruz de Ignacio de la Llave,Tierra Blanca,787,210,389,329,175,51,1941,2,2015
Veracruz de Ignacio de la Llave,Tihuatlán,623,146,221,192,78,111,1371,2,2015
Veracruz de Ignacio de la Llave,Tlacojalpan,9,,1,1,,,11,2,2015
Veracruz de Ignacio de la Llave,Tlacotalpan,73,3,4,4,,,84,2,2015
Veracruz de Ignacio de la Llave,Tlalixcoyan,86,27,27,18,6,,164,2,2015
Veracruz de Ignacio de la Llave,Tlalnelhuayocan,26,30,39,52,14,7,168,2,2015
Veracruz de Ignacio de la Llave,Tlaltetela,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Tlapacoyan,286,107,71,25,7,9,505,2,2015
Veracruz de Ignacio de la Llave,Tlilapan,22,2,1,3,,,28,2,2015
Veracruz de Ignacio de la Llave,Tomatlán,23,2,11,4,1,,41,2,2015
Veracruz de Ignacio de la Llave,Totutla,13,,,,,,13,2,2015
Veracruz de Ignacio de la Llave,Tres Valles,258,126,302,261,45,45,1037,2,2015
Veracruz de Ignacio de la Llave,Tuxpan,1805,459,648,445,204,135,3696,2,2015
Veracruz de Ignacio de la Llave,Tuxtilla,1,,,,,,1,2,2015
Veracruz de Ignacio de la Llave,Ursulo Galván,142,48,191,141,33,22,577,2,2015
Veracruz de Ignacio de la Llave,Vega de Alatorre,87,10,9,9,1,1,117,2,2015
Veracruz de Ignacio de la Llave,Veracruz,10594,2602,4420,5615,2577,1751,27559,2,2015
Veracruz de Ignacio de la Llave,Villa Aldama,11,1,8,,,,20,2,2015
Veracruz de Ignacio de la Llave,Xalapa,10357,2688,4039,3314,1322,913,22633,2,2015
Veracruz de Ignacio de la Llave,Xico,73,19,10,2,1,,105,2,2015
Veracruz de Ignacio de la Llave,Yanga,95,13,31,112,23,3,277,2,2015
Veracruz de Ignacio de la Llave,Zaragoza,2,,,,,,2,2,2015
Veracruz de Ignacio de la Llave,Zentla,2,1,,,,,3,2,2015
Veracruz de Ignacio de la Llave,Zongolica,19,45,40,9,5,3,121,2,2015
Yucatán,Abalá,24,5,,2,,4,35,2,2015
Yucatán,Acanceh,192,478,242,62,9,3,986,2,2015
Yucatán,Akil,20,,,,,,20,2,2015
Yucatán,Baca,345,43,43,21,7,6,465,2,2015
Yucatán,Buctzotz,7,,1,,,,8,2,2015
Yucatán,Cacalchén,21,6,1,,,,28,2,2015
Yucatán,Cansahcab,5,,,,,,5,2,2015
Yucatán,Celestún,5,,,,,,5,2,2015
Yucatán,Chapab,2,,,,,,2,2,2015
Yucatán,Chemax,18,3,,,,,21,2,2015
Yucatán,Chicxulub Pueblo,8,,1,,,,9,2,2015
Yucatán,Chocholá,12,,,,,,12,2,2015
Yucatán,Conkal,150,21,7,1,1,,180,2,2015
Yucatán,Cuzamá,,,,1,,,1,2,2015
Yucatán,Dzemul,23,,,,,,23,2,2015
Yucatán,Dzidzantún,18,2,6,2,1,,29,2,2015
Yucatán,Dzilam de Bravo,19,1,2,1,1,,24,2,2015
Yucatán,Dzilam González,4,3,1,,,,8,2,2015
Yucatán,Dzitás,1,,,,,,1,2,2015
Yucatán,Espita,26,,,,,,26,2,2015
Yucatán,Halachó,57,10,7,3,1,,78,2,2015
Yucatán,Hocabá,9,,,,,,9,2,2015
Yucatán,Hoctún,12,1,,,,,13,2,2015
Yucatán,Homún,10,,,,,,10,2,2015
Yucatán,Huhí,2,,,,,,2,2,2015
Yucatán,Hunucmá,285,126,84,23,6,1,525,2,2015
Yucatán,Ixil,2,,,,,,2,2,2015
Yucatán,Izamal,188,327,65,18,3,,601,2,2015
Yucatán,Kanasín,583,354,184,137,26,14,1298,2,2015
Yucatán,Kinchil,11,7,7,,,,25,2,2015
Yucatán,Kopomá,10,,,,1,,11,2,2015
Yucatán,Maní,13,1,,1,,,15,2,2015
Yucatán,Maxcanú,55,9,6,4,2,1,77,2,2015
Yucatán,Mérida,26419,7047,8734,7354,3175,2449,55178,2,2015
Yucatán,Mocochá,52,7,2,2,,,63,2,2015
Yucatán,Motul,177,28,29,7,2,3,246,2,2015
Yucatán,Muna,48,1,,,,,49,2,2015
Yucatán,Muxupip,439,72,30,13,4,5,563,2,2015
Yucatán,Opichén,15,8,,,,,23,2,2015
Yucatán,Oxkutzcab,130,16,16,10,1,,173,2,2015
Yucatán,Panabá,26,1,,2,,,29,2,2015
Yucatán,Peto,46,10,12,2,2,,72,2,2015
Yucatán,Progreso,900,116,107,86,20,23,1252,2,2015
Yucatán,Río Lagartos,20,4,15,51,23,1,114,2,2015
Yucatán,Sacalum,4,,,,,,4,2,2015
Yucatán,Samahil,41,5,1,,,,47,2,2015
Yucatán,San Felipe,21,2,2,,,,25,2,2015
Yucatán,Sanahcat,,1,1,,,,2,2,2015
Yucatán,Santa Elena,12,3,,,,,15,2,2015
Yucatán,Seyé,2,,,,,,2,2,2015
Yucatán,Sinanché,1,,,,,,1,2,2015
Yucatán,Sotuta,1,4,10,,,,15,2,2015
Yucatán,Sucilá,32,1,,,,,33,2,2015
Yucatán,Tahdziú,3,,,,,,3,2,2015
Yucatán,Tahmek,1,,,,,,1,2,2015
Yucatán,Tecoh,93,17,7,4,10,7,138,2,2015
Yucatán,Tekal de Venegas,1,,,,,,1,2,2015
Yucatán,Tekantó,1,1,,,,,2,2,2015
Yucatán,Tekax,196,288,61,40,22,1,608,2,2015
Yucatán,Tekit,18,,,1,1,3,23,2,2015
Yucatán,Telchac Pueblo,14,,1,1,,,16,2,2015
Yucatán,Telchac Puerto,30,10,6,1,1,,48,2,2015
Yucatán,Temax,12,1,2,,,,15,2,2015
Yucatán,Temozón,69,12,14,,,,95,2,2015
Yucatán,Tepakán,1,,,,,,1,2,2015
Yucatán,Tetiz,12,85,5,1,,,103,2,2015
Yucatán,Teya,,1,,,,,1,2,2015
Yucatán,Ticul,220,50,41,12,2,1,326,2,2015
Yucatán,Timucuy,11,10,2,,,,23,2,2015
Yucatán,Tinum,106,4,4,1,1,2,118,2,2015
Yucatán,Tixkokob,279,228,32,13,6,5,563,2,2015
Yucatán,Tixpéhual,36,1,4,,,,41,2,2015
Yucatán,Tizimín,572,62,57,17,6,1,715,2,2015
Yucatán,Tunkás,3,1,,,,,4,2,2015
Yucatán,Tzucacab,18,1,7,1,2,,29,2,2015
Yucatán,Ucú,11,,1,,,,12,2,2015
Yucatán,Umán,1455,627,379,263,89,47,2860,2,2015
Yucatán,Valladolid,938,121,123,72,23,13,1290,2,2015
Yucatán,Xocchel,2,2,2,,,,6,2,2015
Yucatán,Yaxkukul,10,3,3,,,,16,2,2015
Yucatán,Yobaín,2,,,,,,2,2,2015
Yucatán,Calotmul,1,,,,,,1,2,2015
Zacatecas,Apozol,22,2,1,1,,,26,2,2015
Zacatecas,Apulco,1,,,,,,1,2,2015
Zacatecas,Benito Juárez,3,,5,1,,,9,2,2015
Zacatecas,Calera,435,148,482,1046,216,82,2409,2,2015
Zacatecas,Cañitas de Felipe Pescador,38,1,1,1,,,41,2,2015
Zacatecas,Chalchihuites,66,215,50,230,147,37,745,2,2015
Zacatecas,Concepción del Oro,146,37,42,98,37,14,374,2,2015
Zacatecas,Cuauhtémoc,15,,1,1,,,17,2,2015
Zacatecas,El Plateado de Joaquín Amaro,,,2,1,,,3,2,2015
Zacatecas,El Salvador,,,1,,,,1,2,2015
Zacatecas,Fresnillo,5147,1339,1364,1407,666,356,10279,2,2015
Zacatecas,Genaro Codina,2,2,1,1,,,6,2,2015
Zacatecas,General Enrique Estrada,107,16,19,11,4,,157,2,2015
Zacatecas,General Pánfilo Natera,53,9,7,19,6,,94,2,2015
Zacatecas,Guadalupe,3416,659,1239,1404,502,211,7431,2,2015
Zacatecas,Huanusco,7,1,1,2,,,11,2,2015
Zacatecas,Jalpa,270,41,77,92,19,1,500,2,2015
Zacatecas,Jerez,780,91,99,69,37,35,1111,2,2015
Zacatecas,Juan Aldama,133,23,26,1,,1,184,2,2015
Zacatecas,Juchipila,96,9,23,20,8,3,159,2,2015
Zacatecas,Loreto,330,26,78,65,12,3,514,2,2015
Zacatecas,Luis Moya,113,3,4,1,1,,122,2,2015
Zacatecas,Mazapil,79,69,155,420,696,227,1646,2,2015
Zacatecas,Melchor Ocampo,,,,1,,,1,2,2015
Zacatecas,Miguel Auza,420,137,97,75,20,7,756,2,2015
Zacatecas,Momax,10,1,1,2,,,14,2,2015
Zacatecas,Monte Escobedo,22,,1,2,,,25,2,2015
Zacatecas,Morelos,249,87,80,315,68,66,865,2,2015
Zacatecas,Moyahua de Estrada,36,3,2,1,,,42,2,2015
Zacatecas,Nochistlán de Mejía,130,178,90,46,8,4,456,2,2015
Zacatecas,Noria de Ángeles,3,,,1,,,4,2,2015
Zacatecas,Ojocaliente,401,414,712,368,101,37,2033,2,2015
Zacatecas,Pánuco,35,7,6,6,1,,55,2,2015
Zacatecas,Pinos,120,8,17,17,5,,167,2,2015
Zacatecas,Río Grande,670,140,136,109,58,26,1139,2,2015
Zacatecas,Sain Alto,52,3,4,5,1,,65,2,2015
Zacatecas,Sombrerete,471,175,197,362,71,55,1331,2,2015
Zacatecas,Tabasco,342,93,61,47,14,7,564,2,2015
